PartyID,Name,IBAN,CountryCode
P00212,Omega Logistics BV,PT8593510314663156850227,PT
P00213,Pacific Energy SAS,CH7749204021249638579912,CH
P00214,Atlantic Automotive BV,FR8405398267541499705784,FR
P00215,Social Security Lisbon,DE1490247821737640680773,DE
P00216,Swift Energy Ltd,SE4523165501749067067548,SE
P00217,Rapid Logistics SpA,FR3624541414326685523934,FR
P00218,Pacific Logistics SRL,CH3899218960410103096906,CH
P00219,Euro Energy SpA,PT6974521353993980333083,PT
P00220,Ken Rossi,NL9967811394445270373977,NL
P00221,Summit Tech Inc,ES6599137352281104080218,ES
P00222,Nina Keller,FR6246855593643647592123,FR
P00223,Euro Pharma BV,DE4275434810155347009232,DE
P00224,Public Hospital Dublin,GB3898058863678999089816,GB
P00225,Tax Authority Madrid,DE6958937090222846046301,DE
P00226,Noah Muller,FR2652747104761120908743,FR
P00227,Prime Systems SA,DE4121831295078762970138,DE
P00228,Blue Retail SRL,PT3895251000463187369659,PT
P00229,Marco Rossi,SE1440465841624406377812,SE
P00230,Omega Foods Ltd,NL2505095976024566746592,NL
P00231,Lars Berg,DE2103143951082655557184,DE
P00232,Apex Aerospace BV,IE6150193238319341543802,IE
P00233,Luis Costa,NL1350743490138674616076,NL
P00234,Sara Khan,ES6737459621792488210016,ES
P00235,Atlantic Retail SA,PT9414419371579654082193,PT
P00236,Omega Consulting plc,CH3411802289468834282992,CH
P00237,Vertex Systems LLC,NL6896433767965832733267,NL
P00238,Omega Energy Ltd,IT8493375577718089151773,IT
P00239,Euro Metals SAS,CH2995302049544717381099,CH
P00240,Quantum Media Ltd,GB5202091521935518726438,GB
P00241,Tax Authority Lisbon,GB6114651910368238643469,GB
P00242,Noah Murphy,SE8601568687305977908676,SE
P00243,Pacific Consulting Ltd,PT6612570100467032864274,PT
P00244,Omar Johansson,GB4443855110998845605250,GB
P00245,Sofia Silva,CH4542302123393307771905,CH
P00246,Swift Holdings SA,SE9239134512211608216074,SE
P00247,Lars Dubois,IT1545005046051339890879,IT
P00248,Summit Logistics GmbH,PT9721611066180732481964,PT
P00249,Blue Finance SpA,CH7359605388952756926710,CH
P00250,Omega Logistics GmbH,DE8327359408221432703543,DE
P00251,Blue Energy plc,NL7933124046374653909243,NL
P00252,Vertex Retail Inc,US8144341579333128155968,US
P00253,Prime Foods BV,NL9729490425305304268679,NL
P00254,Omar Johansson,ES8368341928717115382023,ES
P00255,Luis Khan,GB2760586224527948670468,GB
P00256,Pacific Pharma LLC,FR4375721717836082017352,FR
P00257,Northern Aerospace LLC,NL6087040168032087114803,NL
P00258,Omar Weiss,IE6820260536326403348248,IE
P00259,John Ibrahim,DE6151682114827741908592,DE
P00260,Rapid Tech Ltd,DE9499104992253643051116,DE
P00261,Prime Aerospace BV,SE9387555842568331781967,SE
P00262,Euro Pharma plc,US3379319175580363499769,US
P00263,Ken Dubois,CH2268008322219047443082,CH
P00264,Blue Foods SAS,NL5652590926180597726090,NL
P00265,Anna Fernandez,US6652411294854893538846,US
P00266,Green Systems plc,FR4494389688103523081095,FR
P00267,Atlantic Finance Ltd,GB2386499261134012553724,GB
P00268,University of Berlin,IE9220938621984482283050,IE
P00269,Ken Garcia,US1593795913502150765111,US
P00270,John Tanaka,PT9532253398794714117979,PT
P00271,Green Retail LLC,GB3413604398224767630020,GB
P00272,Quantum Media Ltd,CH2863904692275239904313,CH
P00273,Green Tech Ltd,DE3090623957836350863971,DE
P00274,Northern Retail Ltd,GB5018836595657990837683,GB
P00275,Atlantic Holdings plc,PT1210615670382027308523,PT
P00276,Eva Keller,CH4658947100843641933787,CH
P00277,Green Consulting SA,GB7255848395247245853400,GB
P00278,Northern Logistics LLC,CH6011479440474529326007,CH
P00279,Prime Finance plc,US8214711591421907178643,US
P00280,Lars Johansson,GB6410170889384803548284,GB
P00281,Sofia Smith,CH1501985061099333240501,CH
P00282,Atlantic Energy GmbH,GB3128236444721229089596,GB
P00283,Sara Silva,IE4837593570418419656231,IE
P00284,Northern Finance Ltd,SE5189579619823720857527,SE
P00285,Nova Automotive SpA,NL8776537276996670952246,NL
P00286,Luis Khan,ES5520131542049455003697,ES
P00287,Nina Keller,US6535521293512631536989,US
P00288,Global Metals plc,PT6023876857487730742427,PT
P00289,Green Retail SpA,FR2270870722019976432666,FR
P00290,Summit Retail SAS,IE3435691678028744504105,IE
P00291,Green Logistics Ltd,DE2446690328312054387806,DE
P00292,Vertex Aerospace Inc,IT1708456212876175453494,IT
P00293,Customs Agency Rome,DE4672632339083555496296,DE
P00294,Omega Systems GmbH,PT5387774002889020667252,PT
P00295,Blue Retail Inc,IT3469493812049320209913,IT
P00296,Rapid Industries LLC,DE8275074879540205184529,DE
P00297,Marta Garcia,ES1306961193653741619145,ES
P00298,Prime Media BV,PT8925334984275639945241,PT
P00299,Yu Berg,CH7595191159250481266375,CH
P00300,Summit Retail SRL,DE6802649794420410707031,DE
P00301,Green Media Ltd,ES5063835672254221405645,ES
P00302,Sofia Smith,GB3160770637729093746360,GB
P00303,Lars Weiss,FR8709950621915243071844,FR
P00304,John Berg,US2955901244341487738987,US
P00305,Yu Ibrahim,ES8692200782832691005926,ES
P00306,John Rossi,GB4613694312728216411793,GB
P00307,Eva Dubois,GB6114537629637564029893,GB
P00308,Yu Rossi,PT6396567989819273041454,PT
P00309,Omega Logistics SAS,IT6664125494542108190987,IT
P00310,Omega Automotive SA,US6385323853165584026200,US
P00311,Yu Muller,ES3405143702117675661795,ES
P00312,Nova Retail SpA,NL4314771479301590277711,NL
P00313,Luis Fernandez,IE2651890087706175963914,IE
P00314,Blue Media Inc,ES7911494235268072999093,ES
P00315,Apex Media LLC,CH8597973901780165988370,CH
P00316,Euro Media BV,NL8165729963838824111057,NL
P00317,Apex Industries BV,DE1017832266476723004720,DE
P00318,Vertex Foods SRL,IE5609464833461124146541,IE
P00319,Quantum Aerospace LLC,ES6544525856132013699029,ES
P00320,Sofia Johansson,IT9060925202594770775536,IT
P00321,Omar Silva,NL3899645033359585627121,NL
P00322,Vertex Media SAS,DE3858091805626011018794,DE
P00323,Northern Finance Ltd,US9269607320892223442946,US
P00324,Paulo Tanaka,ES2386715625770659510947,ES
P00325,Atlantic Media plc,PT9410859834136173443877,PT
P00326,Atlantic Pharma LLC,GB4502702380866710133413,GB
P00327,Blue Logistics Ltd,PT7036955120211709265580,PT
P00328,Nova Aerospace Inc,CH4828729343628503937396,CH
P00329,Atlantic Systems SpA,US6308419434797465816084,US
P00330,Swift Foods SAS,DE9261029515343731542401,DE
P00331,Global Media SAS,IE3145800157125907427373,IE
P00332,Public Hospital New York,GB9664861265075076641594,GB
P00333,Euro Retail Inc,FR3532973538106878468047,FR
P00334,Atlantic Foods SpA,ES5416881924757411976389,ES
P00335,Apex Metals SAS,SE7020331219691432131083,SE
P00336,Nova Automotive Ltd,CH2813140655225721494451,CH
P00337,Nova Industries SA,IE1322243128404118304307,IE
P00338,Pacific Systems plc,US2985574847732032538214,US
P00339,Blue Energy GmbH,DE6539246994767930274846,DE
P00340,Blue Media BV,ES5355319911358256527371,ES
P00341,Sara Murphy,IT9825429485317395428724,IT
P00342,Marco Costa,SE5595499763370459417574,SE
P00343,Nova Retail BV,ES2173876705048510771517,ES
P00344,Rapid Retail Inc,US8098366278369231326855,US
P00345,Global Consulting SpA,SE7072891573452258116593,SE
P00346,Prime Retail Inc,SE2738379551133188095163,SE
P00347,Customs Agency Amsterdam,PT3867996151304538580009,PT
P00348,Atlantic Tech BV,CH3227502999671706584730,CH
P00349,Green Logistics SpA,ES8932938367571938166581,ES
P00350,Nova Industries plc,SE4236028213116617878703,SE
P00351,Nova Systems SRL,NL8285288856576109940748,NL
P00352,Pacific Aerospace SRL,PT5681492501029261832651,PT
P00353,John Fernandez,US9652291721985440588457,US
P00354,Euro Finance plc,IT1501803787448035695155,IT
P00355,Atlantic Systems LLC,SE1606916978452157970743,SE
P00356,Omega Industries GmbH,CH7279666857115008153455,CH
P00357,Omega Holdings SAS,DE3013180701062123158227,DE
P00358,Euro Industries BV,IT5166796906460633631587,IT
P00359,Prime Holdings GmbH,SE3385694221649285712849,SE
P00360,Euro Logistics SRL,IE5101004866064003286428,IE
P00361,Rapid Foods plc,CH5958823124208037585916,CH
P00362,Lars Keller,DE1171846327180501641953,DE
P00363,Sara Costa,US2400083331904366910964,US
P00364,Vertex Finance plc,IE8916493039208879294575,IE
P00365,Quantum Tech BV,SE9604354848801658956524,SE
P00366,Atlantic Energy SpA,US9692566337578662986612,US
P00367,Swift Industries SpA,IT2468862625747678588809,IT
P00368,Ken Murphy,NL3225853157627108897763,NL
P00369,Northern Systems Inc,CH5285652537542716511818,CH
P00370,Euro Logistics SAS,IT8353008149038864633581,IT
P00371,City Council Paris,FR4668696201672659032485,FR
P00372,Sofia Weiss,US1385588547525819853447,US
P00373,Northern Metals plc,FR3850046974873393305910,FR
P00374,Summit Media SA,IT4203575456790396309990,IT
P00375,Atlantic Pharma LLC,US4081573068823561415361,US
P00376,Blue Metals Ltd,GB9959718832341844258292,GB
P00377,Swift Automotive SpA,CH6857627026962855538497,CH
P00378,Rapid Holdings plc,ES5301554865186742054783,ES
P00379,Vertex Industries plc,IE5971504416412829397599,IE
P00380,Prime Holdings BV,IE2530720772106328783266,IE
P00381,Omar Garcia,NL5436787434566294917560,NL
P00382,Quantum Finance SRL,IE9500849463219176749073,IE
P00383,Sofia Smith,GB4375572012076832994947,GB
P00384,Green Tech LLC,US2426423683280834935157,US
P00385,Swift Aerospace SA,IE8220303761264327642892,IE
P00386,Sara Weiss,CH3583324546876107975812,CH
P00387,Omega Pharma SAS,ES7066080217185530540395,
P00388,Euro Metals Inc,DE9431530693402224313554,DE
P00389,Nova Industries SpA,SE9471646871272640098226,SE
P00390,Rapid Systems GmbH,ES9661802779539697194876,ES
P00391,Omega Foods Inc,CH1986526336506859432872,CH
P00392,Pacific Tech SpA,IT2765818711551935702700,IT
P00393,Rapid Tech SA,FR5529617133538292910935,FR
P00394,Public Hospital Amsterdam,GB5098459452425647821893,GB
P00395,Ines Khan,CH2785262468613304630020,CH
P00396,Emma Smith,IE6378791539472142382118,IE
P00397,Atlantic Energy plc,DE8924561777817529357212,DE
P00398,Northern Tech SpA,NL6896810242619812983433,NL
P00399,Blue Systems LLC,PT2946804410611175703052,PT
P00400,Rapid Logistics GmbH,FR4695538087299956779715,FR
P00401,Nina Murphy,IT9196758000776304584531,IT
P00402,Lars Muller,SE7238122310001756534540,SE
P00403,Tax Authority Berlin,CH3706689168451924129550,CH
P00404,Omega Consulting SAS,IT2870023838055061845837,IT
P00405,Northern Energy BV,PT6727033834067668828518,PT
P00406,Noah Weiss,IT3349736899802598842092,IT
P00407,Atlantic Systems SAS,CH7685450121578381782366,CH
P00408,Omega Automotive SpA,PT2321792157464303108441,PT
P00409,Omega Systems BV,SE5670232272951442161580,SE
P00410,Prime Metals Ltd,US4830624261558294867505,US
P00411,Green Finance Ltd,IE1347772763767972585660,IE
P00412,Vertex Metals BV,GB4482763002085778716575,GB
P00413,Prime Finance GmbH,NL4040021171250114941412,NL
P00414,Emma Silva,GB2726912620000583798250,GB
P00415,Pacific Tech SA,CH7229483888360257207310,CH
P00416,Summit Logistics GmbH,FR9792655501992071872230,FR
P00417,Rapid Foods LLC,DE4422382365601916142986,DE
P00418,Nina Dubois,CH4360038032686487045820,CH
P00419,Omega Retail SAS,FR5551134110995923168942,FR
P00420,Paulo Johansson,IT8955318977120907863140,IT
P00421,Ken Weiss,NL9375654146803185086095,NL
P00422,Euro Finance Ltd,IT5866230197053637386597,IT
P00423,Prime Energy SpA,CH3873642545418700778072,CH
P00424,Nova Metals SRL,PT3902024504013361341642,PT
P00425,Public Hospital Rome,SE9688511810213826227468,SE
P00426,Tax Authority Lisbon,IE4480420750160197181379,IE
P00427,Prime Consulting GmbH,GB7748989732798394950858,GB
P00428,Global Logistics plc,CH9368502890197255563029,CH
P00429,Green Consulting GmbH,IT8016486950092035485132,IT
P00430,Maria Dubois,IE6513881053276078427420,IE
P00431,Rapid Industries SpA,IE7676177383714726831401,IE
P00432,Nova Foods SRL,CH9483376181634144291483,CH
P00433,Apex Finance SA,GB4795550068319370333472,GB
P00434,Pacific Foods SA,CH3772197632516398342256,CH
P00435,Marco Berg,SE8908095255960817578993,SE
P00436,Global Retail SpA,GB9039153566267889682825,GB
P00437,Sofia Garcia,SE2082255049583936691142,SE
P00438,Nova Aerospace SpA,DE7962968973685722013135,DE
P00439,Summit Aerospace LLC,NL8016796296132091400640,NL
P00440,Nova Foods plc,GB3626928039116571499661,GB
P00441,Atlantic Aerospace GmbH,US3295583481882163802099,US
P00442,Quantum Systems LLC,FR5397949162891354801243,FR
P00443,Summit Pharma GmbH,IT7895742951964796109736,IT
P00444,Ken Smith,PT4621938020804210324882,PT
P00445,Nina Fernandez,DE1795135351235516465173,DE
P00446,Green Tech plc,NL3052569729443902652760,NL
P00447,Marco Berg,PT2911393740719540883128,PT
P00448,Atlantic Pharma GmbH,ES8833168938650398885717,ES
P00449,Global Automotive Inc,PT2367104931148439827034,PT
P00450,City Council New York,ES5731148465030931750443,ES
P00451,Anna Costa,IT3837710446428714019268,IT
P00452,Omega Energy Ltd,SE4886199742811218139603,SE
P00453,Pacific Aerospace SAS,CH9698310307155156692305,CH
P00454,Blue Industries LLC,ES5908579516213377511491,ES
P00455,Ken Muller,PT7752864431357762788702,PT
P00456,Global Aerospace LLC,IT6556959655812955232815,IT
P00457,Euro Media LLC,GB1463089480456441674560,GB
P00458,Rapid Industries Ltd,FR3367833407448482365010,FR
P00459,Prime Finance BV,PT5281114425035712370691,PT
P00460,Euro Automotive SpA,PT5112411238497967703123,PT
P00461,Nova Automotive Ltd,IE7855258331276624661093,IE
P00462,Peter Dubois,CH4006534022833592156941,CH
P00463,Nova Automotive SA,CH2180366053741847794492,CH
P00464,Prime Industries GmbH,SE2051674646002080593226,SE
P00465,Nova Automotive SRL,CH7001194004119827493144,CH
P00466,Luis Silva,FR8020473673128431778948,FR
P00467,Anna Costa,ES9915087913882911926508,ES
P00468,Euro Pharma Ltd,GB6647286767482077606662,GB
P00469,Paulo Silva,IT3220290711938896323964,IT
P00470,Prime Industries SAS,GB2186778658001330276880,GB
P00471,Rapid Holdings BV,IE3186060057974337482836,IE
P00472,Atlantic Media SpA,CH2437954564277512485742,CH
P00473,Green Tech BV,DE6673982798769569161525,DE
P00474,Nova Automotive LLC,IT3555559263961558135913,IT
P00475,Summit Consulting plc,IE9648053336769257219215,IE
P00476,Swift Tech SA,GB7925449941166371938177,GB
P00477,Rapid Retail plc,CH4789621152479575848087,CH
P00478,Prime Finance SpA,IT2674022669555218500507,IT
P00479,Anna Murphy,PT9360444920773671051803,PT
P00480,Peter Smith,ES7298281445074656270834,ES
P00481,Sara Murphy,FR7260040639844175253686,FR
P00482,Atlantic Automotive SAS,SE4811666374459153856252,SE
P00483,Rapid Finance BV,ES6623240787828761071535,ES
P00484,Quantum Automotive SRL,US6638964755058922136957,US
P00485,Sara Rossi,IE7179409320851561639842,IE
P00486,Quantum Finance Inc,IE5739084478341760387892,IE
P00487,Swift Automotive GmbH,SE8346266369213246099800,SE
P00488,Euro Foods BV,DE4601056525730500625867,DE
P00489,Nova Consulting Inc,GB2608559178956774615007,GB
P00490,Rapid Metals Ltd,GB8332738543021262999349,GB
P00491,Pacific Logistics GmbH,US3014574583256562963056,US
P00492,Green Systems SAS,US9011039690552630325916,US
P00493,Sofia Costa,GB6250793987513882030215,GB
P00494,Atlantic Logistics BV,IE8999024218434929195064,IE
P00495,City Council Berlin,US8584784960781063956154,US
P00496,Omega Automotive SRL,NL4209485593384240258334,NL
P00497,Euro Aerospace SRL,NL2150581257589878365709,NL
P00498,Swift Media SpA,GB2637783878740868267032,GB
P00499,Social Security Dublin,US5929509525530658794202,US
P00500,City Council Berlin,IE5936449037314313409933,IE
P00501,Swift Holdings SAS,ES1821453821904642422063,ES
P00502,Global Foods Ltd,ES7806622514717560467107,ES
P00503,Lars Khan,NL1084001920984000410972,NL
P00504,Omega Finance GmbH,FR9116531701742627764729,FR
