PartyID,Name,IBAN,CountryCode
C00157,Swift Metals SRL,DE5418032914618092712034,DE
C00158,Emma Muller,IT8547275487312844404613,IT
C00159,Pacific Systems SRL,SE9984443910555073245236,SE
C00160,John Costa,IT9996632470492293076014,IT
C00161,Euro Tech GmbH,PT7352497946469102996928,PT
C00162,Omega Holdings SpA,SE1827232578415853889909,SE
C00163,Marta Tanaka,DE4912659620170585888603,DE
C00164,Euro Systems Ltd,US1683795530300465266912,US
C00165,Tax Authority Amsterdam,DE8515543319896397973286,DE
C00166,Atlantic Foods plc,US8108545030786562569229,US
C00167,Atlantic Media Ltd,US1956276767989887952867,US
C00168,Emma Tanaka,PT7212143446819649571787,PT
C00169,Apex Energy plc,CH8961871048989122134938,CH
C00170,Summit Systems Inc,CH9179584785601649839072,CH
C00171,Rapid Tech BV,PT8454551511744049473566,PT
C00172,Customs Agency Dublin,CH9101788756600671895675,CH
C00173,Ken Garcia,IE3175507326924710866003,IE
C00174,Euro Consulting BV,IE4108976186379723368925,IE
C00175,John Silva,IE3245080725014841119923,IE
C00176,Summit Finance Inc,IE9318906590034385772854,IE
C00177,Euro Energy LLC,GB1430897299880765642453,GB
C00178,Paulo Costa,DE7718238984856139125878,DE
C00179,Vertex Finance Inc,US9008845942373483872602,US
C00180,Summit Automotive SpA,IT3667827570962162664374,IT
C00181,University of Berlin,ES6620232239334876575590,ES
C00182,Quantum Metals SRL,GB5999140908308294601279,GB
C00183,Apex Metals Ltd,SE3614608504817606157565,SE
C00184,Paulo Tanaka,IE2166879377883405924727,IE
C00185,Apex Metals SAS,CH9293335805064565599410,CH
C00186,Vertex Consulting SpA,SE4815977290088727731483,SE
C00187,Global Consulting plc,NL9836251460017275730399,NL
C00188,Green Energy Ltd,DE8250433214244264756699,DE
C00189,Euro Holdings Ltd,CH5108481812694462443063,CH
C00190,Euro Energy LLC,DE3615596407836797221938,DE
C00191,Peter Berg,IT9836890490995042687617,IT
C00192,John Costa,US6514043088818623373330,US
C00193,Lars Garcia,DE4006871103889968331099,DE
C00194,Rapid Metals SA,IE9288880986924953428920,IE
C00195,Quantum Media Ltd,IT3424030237128415019588,IT
C00196,Apex Pharma GmbH,CH4556599845290940018525,CH
C00197,Quantum Pharma SA,IE6120347950300266198339,IE
C00198,Green Retail SAS,DE6772787807568542305088,DE
C00199,Sara Dubois,CH9195005407970019744723,CH
C00200,Blue Retail SpA,NL2033636694327956806065,NL
C00201,Marco Muller,IE5670886802054074353745,IE
C00202,Luis Costa,PT4888635276608685498458,PT
C00203,Quantum Holdings SAS,IT6390645038956517693848,IT
C00204,Emma Garcia,ES3528263662592888554867,ES
C00205,Pacific Holdings Ltd,FR8309603981060040113434,FR
C00206,Rapid Pharma GmbH,SE4296158478650205506369,SE
C00207,City Council Dublin,FR4424998930156379647566,FR
C00208,Atlantic Aerospace SRL,CH5276755414534400631087,CH
C00209,Omega Finance GmbH,GB6435636365384199934090,GB
C00210,Omega Logistics BV,PT8593510314663156850227,PT
C00211,Pacific Energy SAS,CH7749204021249638579912,CH
C00212,Atlantic Automotive BV,FR8405398267541499705784,FR
C00213,Social Security Lisbon,DE1490247821737640680773,DE
C00214,Swift Energy Ltd,SE4523165501749067067548,SE
C00215,Rapid Logistics SpA,FR3624541414326685523934,FR
C00216,Pacific Logistics SRL,CH3899218960410103096906,CH
C00217,Euro Energy SpA,PT6974521353993980333083,PT
C00218,Ken Rossi,NL9967811394445270373977,NL
C00219,Summit Tech Inc,ES6599137352281104080218,ES
C00220,Nina Keller,FR6246855593643647592123,FR
C00221,Euro Pharma BV,DE4275434810155347009232,DE
C00222,Public Hospital Dublin,GB3898058863678999089816,GB
C00223,Tax Authority Madrid,DE6958937090222846046301,DE
C00224,Noah Muller,FR2652747104761120908743,FR
C00225,Prime Systems SA,DE4121831295078762970138,DE
C00226,Blue Retail SRL,PT3895251000463187369659,PT
C00227,Marco Rossi,SE1440465841624406377812,SE
C00228,Omega Foods Ltd,NL2505095976024566746592,NL
C00229,Lars Berg,DE2103143951082655557184,DE
C00230,Apex Aerospace BV,IE6150193238319341543802,IE
C00231,Luis Costa,NL1350743490138674616076,NL
C00232,Sara Khan,ES6737459621792488210016,ES
C00233,Atlantic Retail SA,PT9414419371579654082193,PT
C00234,Omega Consulting plc,CH3411802289468834282992,CH
C00235,Vertex Systems LLC,NL6896433767965832733267,NL
C00236,Omega Energy Ltd,IT8493375577718089151773,IT
C00237,Euro Metals SAS,CH2995302049544717381099,CH
C00238,Quantum Media Ltd,GB5202091521935518726438,GB
C00239,Tax Authority Lisbon,GB6114651910368238643469,GB
C00240,Noah Murphy,SE8601568687305977908676,SE
C00241,Pacific Consulting Ltd,PT6612570100467032864274,PT
C00242,Omar Johansson,GB4443855110998845605250,GB
C00243,Sofia Silva,CH4542302123393307771905,CH
C00244,Swift Holdings SA,SE9239134512211608216074,SE
C00245,Lars Dubois,IT1545005046051339890879,IT
C00246,Summit Logistics GmbH,PT9721611066180732481964,PT
C00247,Blue Finance SpA,CH7359605388952756926710,CH
C00248,Omega Logistics GmbH,DE8327359408221432703543,DE
C00249,Blue Energy plc,NL7933124046374653909243,NL
C00250,Vertex Retail Inc,US8144341579333128155968,US
C00251,Prime Foods BV,NL9729490425305304268679,NL
C00252,Omar Johansson,ES8368341928717115382023,ES
C00253,Luis Khan,GB2760586224527948670468,GB
C00254,Pacific Pharma LLC,FR4375721717836082017352,FR
C00255,Northern Aerospace LLC,NL6087040168032087114803,NL
C00256,Omar Weiss,IE6820260536326403348248,IE
C00257,John Ibrahim,DE6151682114827741908592,DE
C00258,Rapid Tech Ltd,DE9499104992253643051116,DE
C00259,Prime Aerospace BV,SE9387555842568331781967,SE
C00260,Euro Pharma plc,US3379319175580363499769,US
C00261,Ken Dubois,CH2268008322219047443082,CH
C00262,Blue Foods SAS,NL5652590926180597726090,NL
C00263,Anna Fernandez,US6652411294854893538846,US
C00264,Green Systems plc,FR4494389688103523081095,FR
C00265,Atlantic Finance Ltd,GB2386499261134012553724,GB
C00266,University of Berlin,IE9220938621984482283050,IE
C00267,Ken Garcia,US1593795913502150765111,US
C00268,John Tanaka,PT9532253398794714117979,PT
C00269,Green Retail LLC,GB3413604398224767630020,GB
C00270,Quantum Media Ltd,CH2863904692275239904313,CH
C00271,Green Tech Ltd,DE3090623957836350863971,DE
C00272,Northern Retail Ltd,GB5018836595657990837683,GB
C00273,Atlantic Holdings plc,PT1210615670382027308523,PT
C00274,Eva Keller,CH4658947100843641933787,CH
C00275,Green Consulting SA,GB7255848395247245853400,GB
C00276,Northern Logistics LLC,CH6011479440474529326007,CH
C00277,Prime Finance plc,US8214711591421907178643,US
C00278,Lars Johansson,GB6410170889384803548284,GB
C00279,Sofia Smith,CH1501985061099333240501,CH
C00280,Atlantic Energy GmbH,GB3128236444721229089596,GB
C00281,Sara Silva,IE4837593570418419656231,IE
C00282,Northern Finance Ltd,SE5189579619823720857527,SE
C00283,Nova Automotive SpA,NL8776537276996670952246,NL
C00284,Luis Khan,ES5520131542049455003697,ES
C00285,Nina Keller,US6535521293512631536989,US
C00286,Global Metals plc,PT6023876857487730742427,PT
C00287,Green Retail SpA,FR2270870722019976432666,FR
C00288,Summit Retail SAS,IE3435691678028744504105,IE
C00289,Green Logistics Ltd,DE2446690328312054387806,DE
C00290,Vertex Aerospace Inc,IT1708456212876175453494,IT
C00291,Customs Agency Rome,DE4672632339083555496296,DE
C00292,Omega Systems GmbH,PT5387774002889020667252,PT
C00293,Blue Retail Inc,IT3469493812049320209913,IT
C00294,Rapid Industries LLC,DE8275074879540205184529,DE
C00295,Marta Garcia,ES1306961193653741619145,ES
C00296,Prime Media BV,PT8925334984275639945241,PT
C00297,Yu Berg,CH7595191159250481266375,CH
C00298,Summit Retail SRL,DE6802649794420410707031,DE
C00299,Green Media Ltd,ES5063835672254221405645,ES
C00300,Sofia Smith,GB3160770637729093746360,GB
C00301,Lars Weiss,FR8709950621915243071844,FR
C00302,John Berg,US2955901244341487738987,US
C00303,Yu Ibrahim,ES8692200782832691005926,ES
C00304,John Rossi,GB4613694312728216411793,GB
C00305,Eva Dubois,GB6114537629637564029893,GB
C00306,Yu Rossi,PT6396567989819273041454,PT
C00307,Omega Logistics SAS,IT6664125494542108190987,IT
C00308,Omega Automotive SA,US6385323853165584026200,US
C00309,Yu Muller,ES3405143702117675661795,ES
C00310,Nova Retail SpA,NL4314771479301590277711,NL
C00311,Luis Fernandez,IE2651890087706175963914,IE
C00312,Blue Media Inc,ES7911494235268072999093,ES
C00313,Apex Media LLC,CH8597973901780165988370,CH
C00314,Euro Media BV,NL8165729963838824111057,NL
C00315,Apex Industries BV,DE1017832266476723004720,DE
C00316,Vertex Foods SRL,IE5609464833461124146541,IE
C00317,Quantum Aerospace LLC,ES6544525856132013699029,ES
C00318,Sofia Johansson,IT9060925202594770775536,IT
C00319,Omar Silva,NL3899645033359585627121,NL
C00320,Vertex Media SAS,DE3858091805626011018794,DE
C00321,Northern Finance Ltd,US9269607320892223442946,US
C00322,Paulo Tanaka,ES2386715625770659510947,ES
C00323,Atlantic Media plc,PT9410859834136173443877,PT
C00324,Atlantic Pharma LLC,GB4502702380866710133413,GB
C00325,Blue Logistics Ltd,PT7036955120211709265580,PT
C00326,Nova Aerospace Inc,CH4828729343628503937396,CH
C00327,Atlantic Systems SpA,US6308419434797465816084,US
C00328,Swift Foods SAS,DE9261029515343731542401,DE
C00329,Global Media SAS,IE3145800157125907427373,IE
C00330,Public Hospital New York,GB9664861265075076641594,GB
C00331,Euro Retail Inc,FR3532973538106878468047,FR
C00332,Atlantic Foods SpA,ES5416881924757411976389,ES
C00333,Apex Metals SAS,SE7020331219691432131083,SE
C00334,Nova Automotive Ltd,CH2813140655225721494451,CH
C00335,Nova Industries SA,IE1322243128404118304307,IE
C00336,Pacific Systems plc,US2985574847732032538214,US
C00337,Blue Energy GmbH,DE6539246994767930274846,DE
C00338,Blue Media BV,ES5355319911358256527371,ES
C00339,Sara Murphy,IT9825429485317395428724,IT
C00340,Marco Costa,SE5595499763370459417574,SE
C00341,Nova Retail BV,ES2173876705048510771517,ES
C00342,Rapid Retail Inc,US8098366278369231326855,US
C00343,Global Consulting SpA,SE7072891573452258116593,SE
C00344,Prime Retail Inc,SE2738379551133188095163,SE
C00345,Customs Agency Amsterdam,PT3867996151304538580009,PT
C00346,Atlantic Tech BV,CH3227502999671706584730,CH
C00347,Green Logistics SpA,ES8932938367571938166581,ES
C00348,Nova Industries plc,SE4236028213116617878703,SE
C00349,Nova Systems SRL,NL8285288856576109940748,NL
C00350,Pacific Aerospace SRL,PT5681492501029261832651,PT
C00351,John Fernandez,US9652291721985440588457,US
C00352,Euro Finance plc,IT1501803787448035695155,IT
C00353,Atlantic Systems LLC,SE1606916978452157970743,SE
C00354,Omega Industries GmbH,CH7279666857115008153455,CH
C00355,Omega Holdings SAS,DE3013180701062123158227,DE
C00356,Euro Industries BV,IT5166796906460633631587,IT
C00357,Prime Holdings GmbH,SE3385694221649285712849,SE
C00358,Euro Logistics SRL,IE5101004866064003286428,IE
C00359,Rapid Foods plc,CH5958823124208037585916,CH
C00360,Lars Keller,DE1171846327180501641953,DE
C00361,Sara Costa,US2400083331904366910964,US
C00362,Vertex Finance plc,IE8916493039208879294575,IE
C00363,Quantum Tech BV,SE9604354848801658956524,SE
C00364,Atlantic Energy SpA,US9692566337578662986612,US
C00365,Swift Industries SpA,IT2468862625747678588809,IT
C00366,Ken Murphy,NL3225853157627108897763,NL
C00367,Northern Systems Inc,CH5285652537542716511818,CH
C00368,Euro Logistics SAS,IT8353008149038864633581,IT
C00369,City Council Paris,FR4668696201672659032485,FR
C00370,Sofia Weiss,US1385588547525819853447,US
C00371,Northern Metals plc,FR3850046974873393305910,FR
C00372,Summit Media SA,IT4203575456790396309990,IT
C00373,Atlantic Pharma LLC,US4081573068823561415361,US
C00374,Blue Metals Ltd,GB9959718832341844258292,GB
C00375,Swift Automotive SpA,CH6857627026962855538497,CH
C00376,Rapid Holdings plc,ES5301554865186742054783,ES
C00377,Vertex Industries plc,IE5971504416412829397599,IE
C00378,Prime Holdings BV,IE2530720772106328783266,IE
C00379,Omar Garcia,NL5436787434566294917560,NL
C00380,Quantum Finance SRL,IE9500849463219176749073,IE
C00381,Sofia Smith,GB4375572012076832994947,GB
C00382,Green Tech LLC,US2426423683280834935157,US
C00383,Swift Aerospace SA,IE8220303761264327642892,IE
C00384,Sara Weiss,CH3583324546876107975812,CH
C00385,Euro Metals Inc,DE9431530693402224313554,DE
C00386,Nova Industries SpA,SE9471646871272640098226,SE
C00387,Rapid Systems GmbH,ES9661802779539697194876,ES
C00388,Omega Foods Inc,CH1986526336506859432872,CH
C00389,Pacific Tech SpA,IT2765818711551935702700,IT
C00390,Rapid Tech SA,FR5529617133538292910935,FR
C00391,Public Hospital Amsterdam,GB5098459452425647821893,GB
C00392,Ines Khan,CH2785262468613304630020,CH
C00393,Emma Smith,IE6378791539472142382118,IE
C00394,Atlantic Energy plc,DE8924561777817529357212,DE
C00395,Northern Tech SpA,NL6896810242619812983433,NL
C00396,Blue Systems LLC,PT2946804410611175703052,PT
C00397,Rapid Logistics GmbH,FR4695538087299956779715,FR
C00398,Nina Murphy,IT9196758000776304584531,IT
C00399,Lars Muller,SE7238122310001756534540,SE
C00400,Tax Authority Berlin,CH3706689168451924129550,CH
C00401,Omega Consulting SAS,IT2870023838055061845837,IT
C00402,Northern Energy BV,PT6727033834067668828518,PT
C00403,Noah Weiss,IT3349736899802598842092,IT
C00404,Atlantic Systems SAS,CH7685450121578381782366,CH
C00405,Omega Automotive SpA,PT2321792157464303108441,PT
C00406,Omega Systems BV,SE5670232272951442161580,SE
C00407,Prime Metals Ltd,US4830624261558294867505,US
C00408,Green Finance Ltd,IE1347772763767972585660,IE
C00409,Vertex Metals BV,GB4482763002085778716575,GB
C00410,Prime Finance GmbH,NL4040021171250114941412,NL
C00411,Emma Silva,GB2726912620000583798250,GB
C00412,Pacific Tech SA,CH7229483888360257207310,CH
C00413,Summit Logistics GmbH,FR9792655501992071872230,FR
C00414,Rapid Foods LLC,DE4422382365601916142986,DE
C00415,Nina Dubois,CH4360038032686487045820,CH
C00416,Omega Retail SAS,FR5551134110995923168942,FR
C00417,Paulo Johansson,IT8955318977120907863140,IT
C00418,Ken Weiss,NL9375654146803185086095,NL
C00419,Euro Finance Ltd,IT5866230197053637386597,IT
C00420,Prime Energy SpA,CH3873642545418700778072,CH
C00421,Nova Metals SRL,PT3902024504013361341642,PT
C00422,Public Hospital Rome,SE9688511810213826227468,SE
C00423,Tax Authority Lisbon,IE4480420750160197181379,IE
C00424,Prime Consulting GmbH,GB7748989732798394950858,GB
C00425,Global Logistics plc,CH9368502890197255563029,CH
C00426,Green Consulting GmbH,IT8016486950092035485132,IT
C00427,Maria Dubois,IE6513881053276078427420,IE
C00428,Rapid Industries SpA,IE7676177383714726831401,IE
C00429,Nova Foods SRL,CH9483376181634144291483,CH
C00430,Apex Finance SA,GB4795550068319370333472,GB
C00431,Pacific Foods SA,CH3772197632516398342256,CH
C00432,Marco Berg,SE8908095255960817578993,SE
C00433,Global Retail SpA,GB9039153566267889682825,GB
C00434,Sofia Garcia,SE2082255049583936691142,SE
C00435,Nova Aerospace SpA,DE7962968973685722013135,DE
C00436,Summit Aerospace LLC,NL8016796296132091400640,NL
C00437,Nova Foods plc,GB3626928039116571499661,GB
C00438,Atlantic Aerospace GmbH,US3295583481882163802099,US
C00439,Quantum Systems LLC,FR5397949162891354801243,FR
C00440,Summit Pharma GmbH,IT7895742951964796109736,IT
C00441,Ken Smith,PT4621938020804210324882,PT
C00442,Nina Fernandez,DE1795135351235516465173,DE
C00443,Green Tech plc,NL3052569729443902652760,NL
C00444,Marco Berg,PT2911393740719540883128,PT
C00445,Atlantic Pharma GmbH,ES8833168938650398885717,ES
C00446,Global Automotive Inc,PT2367104931148439827034,PT
C00447,City Council New York,ES5731148465030931750443,ES
C00448,Anna Costa,IT3837710446428714019268,IT
C00449,Omega Energy Ltd,SE4886199742811218139603,SE
C00450,Pacific Aerospace SAS,CH9698310307155156692305,CH
C00451,Blue Industries LLC,ES5908579516213377511491,ES
C00452,Ken Muller,PT7752864431357762788702,PT
C00453,Global Aerospace LLC,IT6556959655812955232815,IT
C00454,Euro Media LLC,GB1463089480456441674560,GB
C00455,Rapid Industries Ltd,FR3367833407448482365010,FR
C00456,Prime Finance BV,PT5281114425035712370691,PT
C00457,Euro Automotive SpA,PT5112411238497967703123,PT
C00458,Nova Automotive Ltd,IE7855258331276624661093,IE
C00459,Peter Dubois,CH4006534022833592156941,CH
C00460,Nova Automotive SA,CH2180366053741847794492,CH
C00461,Prime Industries GmbH,SE2051674646002080593226,SE
C00462,Nova Automotive SRL,CH7001194004119827493144,CH
C00463,Luis Silva,FR8020473673128431778948,FR
C00464,Anna Costa,ES9915087913882911926508,ES
C00465,Euro Pharma Ltd,GB6647286767482077606662,GB
C00466,Paulo Silva,IT3220290711938896323964,IT
C00467,Prime Industries SAS,GB2186778658001330276880,GB
C00468,Rapid Holdings BV,IE3186060057974337482836,IE
C00469,Atlantic Media SpA,CH2437954564277512485742,CH
C00470,Green Tech BV,DE6673982798769569161525,DE
C00471,Nova Automotive LLC,IT3555559263961558135913,IT
C00472,Summit Consulting plc,IE9648053336769257219215,IE
C00473,Swift Tech SA,GB7925449941166371938177,GB
C00474,Rapid Retail plc,CH4789621152479575848087,CH
C00475,Prime Finance SpA,IT2674022669555218500507,IT
C00476,Anna Murphy,PT9360444920773671051803,PT
C00477,Peter Smith,ES7298281445074656270834,ES
C00478,Sara Murphy,FR7260040639844175253686,FR
C00479,Atlantic Automotive SAS,SE4811666374459153856252,SE
C00480,Rapid Finance BV,ES6623240787828761071535,ES
C00481,Quantum Automotive SRL,US6638964755058922136957,US
C00482,Sara Rossi,IE7179409320851561639842,IE
C00483,Quantum Finance Inc,IE5739084478341760387892,IE
C00484,Swift Automotive GmbH,SE8346266369213246099800,SE
C00485,Euro Foods BV,DE4601056525730500625867,DE
C00486,Nova Consulting Inc,GB2608559178956774615007,GB
C00487,Rapid Metals Ltd,GB8332738543021262999349,GB
C00488,Pacific Logistics GmbH,US3014574583256562963056,US
C00489,Green Systems SAS,US9011039690552630325916,US
C00490,Sofia Costa,GB6250793987513882030215,GB
C00491,Atlantic Logistics BV,IE8999024218434929195064,IE
C00492,City Council Berlin,US8584784960781063956154,US
C00493,Omega Automotive SRL,NL4209485593384240258334,NL
C00494,Euro Aerospace SRL,NL2150581257589878365709,NL
C00495,Swift Media SpA,GB2637783878740868267032,GB
C00496,Social Security Dublin,US5929509525530658794202,US
C00497,City Council Berlin,IE5936449037314313409933,IE
C00498,Swift Holdings SAS,ES1821453821904642422063,ES
C00499,Global Foods Ltd,ES7806622514717560467107,ES
C00500,Lars Khan,NL1084001920984000410972,NL
C00501,Omega Finance GmbH,FR9116531701742627764729,FR
C00502,Atlantic Aerospace SpA,GB7398758669282565660983,GB
C00503,Rapid Logistics SAS,FR1620383076694318274210,FR
C00504,Northern Energy SAS,IE8078720861726688411953,IE
